movieId,Title,genres,rating,NbRatings,year,Popularity %
110295,"Legend of Hercules, The  ",Action|Adventure,2.37254902,153,2014,0.000419367
112897,The Expendables 3  ,Action|Adventure,2.929832304,1133,2014,0.00383496
112911,Hercules  ,Action|Adventure,2.808759124,685,2014,0.002222763
130496,Big Game  ,Action|Adventure,2.651006711,149,2014,0.000456337
131714,Last Knights  ,Action|Adventure,3.126829268,205,2015,0.000740536
160563,The Legend of Tarzan  ,Action|Adventure,3.035050072,699,2016,0.002450931
64695,Sword of the Stranger    ,Action|Adventure|Animation,3.856643357,143,2007,0.000637138
103210,Fullmetal Alchemist: The Sacred Star of Milos  ,Action|Adventure|Animation,3.622009569,209,2011,0.000874549
112175,How to Train Your Dragon 2  ,Action|Adventure|Animation,3.739516129,4960,2014,0.021428176
131739,Batman vs. Robin  ,Action|Adventure|Animation,3.395522388,134,2015,0.000525653
146309,The Boy and the Beast  ,Action|Adventure|Animation,3.829831933,238,2015,0.00105304
149406,Kung Fu Panda 3  ,Action|Adventure|Animation,3.541441441,1665,2016,0.006812122
95167,Brave  ,Action|Adventure|Animation|Children,3.527423469,6272,2012,0.025559466
187541,Incredibles 2  ,Action|Adventure|Animation|Children,3.703484321,2870,2018,0.012279496
8961,"Incredibles, The  ",Action|Adventure|Animation|Children|Comedy,3.854885151,30562,2004,0.136107275
26183,Asterix and Cleopatra    ,Action|Adventure|Animation|Children|Comedy,3.636363636,176,1968,0.000739381
63859,Bolt  ,Action|Adventure|Animation|Children|Comedy,3.322058398,3459,2008,0.013275349
152081,Zootopia  ,Action|Adventure|Animation|Children|Comedy,3.893646409,8688,2016,0.03908089
196891,The Lego Movie 2: The Second Part  ,Action|Adventure|Animation|Children|Comedy,3.289930556,288,2019,0.00109463
26340,"Twelve Tasks of Asterix, The    ",Action|Adventure|Animation|Children|Comedy|Fantasy,3.806,250,1976,0.001099251
51939,TMNT    ,Action|Adventure|Animation|Children|Comedy|Fantasy,2.867890995,844,2007,0.002796361
108932,The Lego Movie  ,Action|Adventure|Animation|Children|Comedy|Fantasy,3.686918692,6666,2014,0.028393373
62999,Madagascar: Escape 2 Africa  ,Action|Adventure|Animation|Children|Comedy|IMAX,3.208333333,2328,2008,0.008628804
87222,Kung Fu Panda 2  ,Action|Adventure|Animation|Children|Comedy|IMAX,3.477845075,3137,2011,0.01260413
69644,Ice Age: Dawn of the Dinosaurs  ,Action|Adventure|Animation|Children|Comedy|Romance,3.287125341,2936,2009,0.01114963
40339,Chicken Little  ,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2.752398721,1876,2005,0.0059653
52287,Meet the Robinsons  ,Action|Adventure|Animation|Children|Comedy|Sci-Fi,3.456730769,1768,2007,0.007060508
106240,Free Birds  ,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2.709580838,167,2013,0.000522765
85261,Mars Needs Moms  ,Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX,2.608333333,180,2011,0.000542405
84944,Rango  ,Action|Adventure|Animation|Children|Comedy|Western,3.344087473,3704,2011,0.014309904
558,"Pagemaster, The  ",Action|Adventure|Animation|Children|Fantasy,2.823411371,1495,1994,0.004876447
6350,Laputa: Castle in the Sky    ,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.067639501,5448,1986,0.025601634
3745,Titan A.E.  ,Action|Adventure|Animation|Children|Sci-Fi,3.271553995,5695,2000,0.021524642
8537,Kaena: The Prophecy    ,Action|Adventure|Animation|Children|Sci-Fi,2.995798319,119,2003,0.000411858
8917,Team America: World Police  ,Action|Adventure|Animation|Comedy,3.440722445,6478,2004,0.025750087
8253,Lupin III: The Castle Of Cagliostro    ,Action|Adventure|Animation|Comedy|Crime|Mystery,3.880221654,1173,1979,0.005258267
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters  ,Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,3.221917808,365,2007,0.001358612
55167,Tekkonkinkreet    ,Action|Adventure|Animation|Crime|Fantasy,3.764568765,429,2006,0.001865781
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa    ,Action|Adventure|Animation|Drama,3.62345679,243,2005,0.001017226
3000,Princess Mononoke    ,Action|Adventure|Animation|Drama|Fantasy,4.138093788,13136,1997,0.062798836
5069,Escaflowne: The Movie    ,Action|Adventure|Animation|Drama|Fantasy,3.453514739,441,2000,0.001759495
139130,Afro Samurai  ,Action|Adventure|Animation|Drama|Fantasy,3.582317073,164,2007,0.000678728
6857,Ninja Scroll    ,Action|Adventure|Animation|Fantasy,3.776041667,1920,1995,0.008375797
8811,Yu-Gi-Oh!  ,Action|Adventure|Animation|Fantasy,1.619318182,264,2004,0.000493883
137863,Dragon Ball Z: Resurrection of F  ,Action|Adventure|Animation|Fantasy,3.225490196,102,2015,0.000380088
130508,Berserk: The Golden Age Arc - The Egg of the King  ,Action|Adventure|Animation|Fantasy|Horror,3.717687075,147,2012,0.000631362
55995,Beowulf  ,Action|Adventure|Animation|Fantasy|IMAX,2.870321361,2645,2007,0.008770903
5999,Heavy Metal 2000  ,Action|Adventure|Animation|Fantasy|Sci-Fi,2.650655022,458,2000,0.001402513
27608,Immortel      ,Action|Adventure|Animation|Fantasy|Sci-Fi,3.128133705,359,2004,0.001297382
37830,Final Fantasy VII: Advent Children  ,Action|Adventure|Animation|Fantasy|Sci-Fi,3.408412888,1676,2004,0.00659955
71129,Green Lantern: First Flight  ,Action|Adventure|Animation|Fantasy|Sci-Fi,3.294378698,338,2009,0.001286407
69746,Watchmen: Tales of the Black Freighter  ,Action|Adventure|Animation|Horror,3.302238806,268,2009,0.001022425
610,Heavy Metal  ,Action|Adventure|Animation|Horror|Sci-Fi,3.374193991,7289,1981,0.028413591
1274,Akira  ,Action|Adventure|Animation|Sci-Fi,3.907029973,9175,1988,0.041413405
61160,Star Wars: The Clone Wars  ,Action|Adventure|Animation|Sci-Fi,2.99198204,1559,2008,0.005388814
195159,Spider-Man: Into the Spider-Verse  ,Action|Adventure|Animation|Sci-Fi,4.111345219,3085,2018,0.014653023
1495,Turbo: A Power Rangers Movie  ,Action|Adventure|Children,1.423076923,689,1997,0.001132754
6566,Spy Kids 3-D: Game Over  ,Action|Adventure|Children,2.008650519,1156,2003,0.002682566
179401,Jumanji: Welcome to the Jungle  ,Action|Adventure|Children,3.550640279,1718,2017,0.007047222
2041,Condorman  ,Action|Adventure|Children|Comedy,2.697916667,768,1981,0.002393745
2720,Inspector Gadget  ,Action|Adventure|Children|Comedy,2.119794219,4082,1999,0.009996658
4232,Spy Kids  ,Action|Adventure|Children|Comedy,2.721161192,5236,2001,0.016460462
7345,Agent Cody Banks 2: Destination London  ,Action|Adventure|Children|Comedy,2.208139535,430,2004,0.001096941
34332,Sky High  ,Action|Adventure|Children|Comedy,3.161213361,1467,2005,0.005357622
192579,Johnny English Strikes Again  ,Action|Adventure|Children|Comedy,3.170886076,237,2018,0.000868195
7262,Catch That Kid  ,Action|Adventure|Children|Comedy|Crime,2.730769231,143,2004,0.000451138
2005,"Goonies, The  ",Action|Adventure|Children|Comedy|Fantasy,3.641724312,11854,1985,0.049872382
3440,Teenage Mutant Ninja Turtles III  ,Action|Adventure|Children|Comedy|Fantasy,2.178370067,1951,1993,0.00490995
79139,"Sorcerer's Apprentice, The  ",Action|Adventure|Children|Comedy|Fantasy,3.197527872,2063,2010,0.00762082
546,Super Mario Bros.  ,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.061534165,5371,1993,0.012791863
54278,Underdog  ,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.519323671,207,2007,0.00060248
7369,Scooby-Doo 2: Monsters Unleashed  ,Action|Adventure|Children|Comedy|Mystery,2.283109405,1042,2004,0.002748417
89002,Spy Kids: All the Time in the World in 4D  ,Action|Adventure|Children|Comedy|Sci-Fi,1.905063291,237,2011,0.00052161
128944,"Honey, We Shrunk Ourselves  ",Action|Adventure|Children|Comedy|Sci-Fi,2.584745763,118,1997,0.000352361
26504,Cloak & Dagger  ,Action|Adventure|Children|Crime|Mystery|Thriller,3.219653179,173,1984,0.000643492
2422,"Karate Kid, Part III, The  ",Action|Adventure|Children|Drama,2.187253243,3546,1989,0.00896037
1525,Warriors of Virtue  ,Action|Adventure|Children|Fantasy,2.434713376,314,1997,0.000883213
6624,Agent Cody Banks  ,Action|Adventure|Children|Fantasy,2.40990566,1060,2003,0.002951169
7164,Peter Pan  ,Action|Adventure|Children|Fantasy,3.391666667,1560,2003,0.006112599
33681,"Adventures of Sharkboy and Lavagirl 3-D, The  ",Action|Adventure|Children|Fantasy,1.961111111,450,2005,0.001019537
40851,Zathura  ,Action|Adventure|Children|Fantasy,3.010305029,1213,2005,0.004218513
70697,G-Force  ,Action|Adventure|Children|Fantasy,2.349350649,385,2009,0.001044953
2414,Young Sherlock Holmes  ,Action|Adventure|Children|Fantasy|Mystery|Thriller,3.37103336,2458,1985,0.009572669
111659,Maleficent  ,Action|Adventure|Children|IMAX,3.364391951,3429,2014,0.013327914
132046,Tomorrowland  ,Action|Adventure|Children|Mystery|Sci-Fi,3.221567623,1952,2015,0.007264993
187595,Solo: A Star Wars Story  ,Action|Adventure|Children|Sci-Fi,3.389588859,1508,2018,0.005905226
1517,Austin Powers: International Man of Mystery  ,Action|Adventure|Comedy,3.41141309,23254,1997,0.09164739
2471,Crocodile Dundee II  ,Action|Adventure|Comedy,2.584727626,5140,1988,0.015348503
2683,Austin Powers: The Spy Who Shagged Me  ,Action|Adventure|Comedy,3.193719691,24951,1999,0.092060404
2748,Allan Quatermain and the Lost City of Gold  ,Action|Adventure|Comedy,2.225058005,862,1987,0.002215831
2879,Armour of God II: Operation Condor      ,Action|Adventure|Comedy,3.353439681,1003,1991,0.003885792
2880,Armour of God    ,Action|Adventure|Comedy,3.284482759,522,1987,0.001980732
5493,In Like Flint  ,Action|Adventure|Comedy,3.334795322,342,1967,0.001317599
5796,Casino Royale  ,Action|Adventure|Comedy,2.854691076,874,1967,0.002882429
6156,Shanghai Knights  ,Action|Adventure|Comedy,3.075061526,3657,2003,0.012991727
6764,"Rundown, The  ",Action|Adventure|Comedy,3.348432909,2042,2003,0.007899243
7000,Hudson Hawk  ,Action|Adventure|Comedy,2.842663274,1179,1991,0.003871929
7394,Those Magnificent Men in Their Flying Machines  ,Action|Adventure|Comedy,3.400862069,232,1965,0.000911518
7453,New York Minute  ,Action|Adventure|Comedy,2.443521595,301,2004,0.00084971
7915,Samurai Fiction    ,Action|Adventure|Comedy,3.592307692,195,1998,0.000809275
26152,Batman  ,Action|Adventure|Comedy,3.19735328,869,1966,0.003209952
26495,Yellowbeard  ,Action|Adventure|Comedy,3.073770492,122,1983,0.000433231
31923,"Three Musketeers, The  ",Action|Adventure|Comedy,3.636636637,666,1973,0.002798094
32596,Sahara  ,Action|Adventure|Comedy,3.058990211,1941,2005,0.006859489
34520,"Dukes of Hazzard, The  ",Action|Adventure|Comedy,2.482038429,1197,2005,0.003432344
53004,Delta Farce  ,Action|Adventure|Comedy,1.892361111,144,2007,0.000314814
113348,Teenage Mutant Ninja Turtles  ,Action|Adventure|Comedy,2.595214844,1024,2014,0.003070163
133867,Barely Lethal  ,Action|Adventure|Comedy,2.929906542,107,2015,0.000362181
138036,The Man from U.N.C.L.E.  ,Action|Adventure|Comedy,3.691470325,3353,2015,0.014299507
140160,Descendants  ,Action|Adventure|Comedy,3.241071429,112,2015,0.000419367
159690,Teenage Mutant Ninja Turtles: Out of the Shadows  ,Action|Adventure|Comedy,2.742009132,438,2016,0.001387494
176101,Kingsman: The Golden Circle  ,Action|Adventure|Comedy,3.391966759,1805,2017,0.007073216
112,Rumble in the Bronx    ,Action|Adventure|Comedy|Crime,3.406232889,10958,1995,0.04312149
153,Batman Forever  ,Action|Adventure|Comedy|Crime,2.871660075,31101,1995,0.103179996
4799,"It's a Mad, Mad, Mad, Mad World  ",Action|Adventure|Comedy|Crime,3.548070841,1581,1963,0.006480556
5803,I Spy  ,Action|Adventure|Comedy|Crime,2.753858652,1231,2002,0.003916407
7048,Nothing to Lose  ,Action|Adventure|Comedy|Crime,3.257884972,539,1997,0.002028676
119145,Kingsman: The Secret Service  ,Action|Adventure|Comedy|Crime,3.798284823,9620,2015,0.042213438
5657,Flashback  ,Action|Adventure|Comedy|Crime|Drama,3.003205128,156,1990,0.00054125
6990,The Great Train Robbery  ,Action|Adventure|Comedy|Crime|Drama,3.614427861,402,1978,0.001678625
81132,Rubber  ,Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,2.978520286,419,2010,0.001441792
60074,Hancock  ,Action|Adventure|Comedy|Crime|Fantasy,3.138639366,7570,2008,0.02744893
91542,Sherlock Holmes: A Game of Shadows  ,Action|Adventure|Comedy|Crime|Mystery|Thriller,3.725545951,8792,2011,0.037841272
31367,"Chase, The  ",Action|Adventure|Comedy|Crime|Romance|Thriller,2.901960784,204,1994,0.000683927
6503,Charlie's Angels: Full Throttle  ,Action|Adventure|Comedy|Crime|Thriller,2.507381436,5419,2003,0.015697398
8968,After the Sunset  ,Action|Adventure|Comedy|Crime|Thriller,3.104582844,851,2004,0.003052256
26184,"Diamond Arm, The    ",Action|Adventure|Comedy|Crime|Thriller,3.936073059,219,1968,0.000995853
80219,Machete  ,Action|Adventure|Comedy|Crime|Thriller,3.256925996,2635,2010,0.009914633
26842,Tai Chi Master      ,Action|Adventure|Comedy|Drama,3.589430894,123,1993,0.000510057
42015,Casanova  ,Action|Adventure|Comedy|Drama|Romance,3.256737589,705,2005,0.002652528
4956,"Stunt Man, The  ",Action|Adventure|Comedy|Drama|Romance|Thriller,3.722058824,680,1980,0.00292402
26236,"White Sun of the Desert, The    ",Action|Adventure|Comedy|Drama|Romance|War,3.803448276,145,1970,0.000637138
55116,"Hunting Party, The  ",Action|Adventure|Comedy|Drama|Thriller,3.356807512,213,2007,0.000826027
2890,Three Kings  ,Action|Adventure|Comedy|Drama|War,3.595676944,11936,1999,0.049582406
485,Last Action Hero  ,Action|Adventure|Comedy|Fantasy,2.799521131,13156,1993,0.042549625
3740,Big Trouble in Little China  ,Action|Adventure|Comedy|Fantasy,3.49017646,5497,1986,0.022164669
3997,Dungeons & Dragons  ,Action|Adventure|Comedy|Fantasy,2.063466042,2135,2000,0.005089596
6539,Pirates of the Caribbean: The Curse of the Black Pearl  ,Action|Adventure|Comedy|Fantasy,3.789212131,37227,2003,0.162965278
53125,Pirates of the Caribbean: At World's End  ,Action|Adventure|Comedy|Fantasy,3.390629136,11333,2007,0.044392878
59103,"Forbidden Kingdom, The  ",Action|Adventure|Comedy|Fantasy,3.283363803,1094,2008,0.004149774
65588,"Gamers, The: Dorkness Rising  ",Action|Adventure|Comedy|Fantasy,3.514851485,101,2008,0.000410125
87529,Your Highness  ,Action|Adventure|Comedy|Fantasy,2.69035533,788,2011,0.002449198
1215,Army of Darkness  ,Action|Adventure|Comedy|Fantasy|Horror,3.733041663,12457,1993,0.053723516
2617,"Mummy, The  ",Action|Adventure|Comedy|Fantasy|Horror|Thriller,3.205517458,19103,1999,0.070743712
72165,Cirque du Freak: The Vampire's Assistant  ,Action|Adventure|Comedy|Fantasy|Horror|Thriller,2.976315789,380,2009,0.001306624
2735,"Golden Child, The  ",Action|Adventure|Comedy|Fantasy|Mystery,2.887779238,3805,1986,0.012694242
1197,"Princess Bride, The  ",Action|Adventure|Comedy|Fantasy|Romance,4.129097008,37863,1987,0.180616836
53140,"Librarian: Quest for the Spear, The  ",Action|Adventure|Comedy|Fantasy|Romance,3.296137339,233,2004,0.000887257
188301,Ant-Man and the Wasp  ,Action|Adventure|Comedy|Fantasy|Sci-Fi,3.552015251,1836,2018,0.007534174
69275,Dead Snow    ,Action|Adventure|Comedy|Horror,3.127871363,653,2009,0.002359664
34435,Sholay  ,Action|Adventure|Comedy|Musical|Romance|Thriller,3.699324324,148,1975,0.000632517
552,"Three Musketeers, The  ",Action|Adventure|Comedy|Romance,3.213334987,12096,1993,0.04490409
2405,"Jewel of the Nile, The  ",Action|Adventure|Comedy|Romance,3.144159352,5924,1985,0.021518288
2406,Romancing the Stone  ,Action|Adventure|Comedy|Romance,3.481373293,13180,1984,0.053009551
7720,"Four Musketeers, The  ",Action|Adventure|Comedy|Romance,3.615248227,564,1974,0.002355621
33679,Mr. & Mrs. Smith  ,Action|Adventure|Comedy|Romance,3.233712151,12847,2005,0.047994471
57951,Fool's Gold  ,Action|Adventure|Comedy|Romance,2.939323221,857,2008,0.002910156
380,True Lies  ,Action|Adventure|Comedy|Romance|Thriller,3.492273174,41673,1994,0.168132278
6564,Lara Croft Tomb Raider: The Cradle of Life  ,Action|Adventure|Comedy|Romance|Thriller,2.75106383,4465,2003,0.01419091
1527,"Fifth Element, The  ",Action|Adventure|Comedy|Sci-Fi,3.769945405,33153,1997,0.144392959
3827,Space Cowboys  ,Action|Adventure|Comedy|Sci-Fi,3.082824357,5403,2000,0.01924296
4121,Innerspace  ,Action|Adventure|Comedy|Sci-Fi,3.27244016,3008,1987,0.011372021
5523,"Adventures of Pluto Nash, The  ",Action|Adventure|Comedy|Sci-Fi,2.042539267,764,2002,0.001802818
8633,"Last Starfighter, The  ",Action|Adventure|Comedy|Sci-Fi,3.434907466,1567,1984,0.006218307
26513,"Ice Pirates, The  ",Action|Adventure|Comedy|Sci-Fi,2.924632353,272,1984,0.000919027
59615,Indiana Jones and the Kingdom of the Crystal Skull  ,Action|Adventure|Comedy|Sci-Fi,2.899302962,8034,2008,0.026909991
69278,Land of the Lost  ,Action|Adventure|Comedy|Sci-Fi,2.694008559,701,2009,0.002181751
122904,Deadpool  ,Action|Adventure|Comedy|Sci-Fi,3.852661871,13900,2016,0.061867678
201586,Men in Black: International  ,Action|Adventure|Comedy|Sci-Fi,2.88671875,256,2019,0.000853754
92681,Journey 2: The Mysterious Island  ,Action|Adventure|Comedy|Sci-Fi|IMAX,2.816831683,404,2012,0.001314711
27032,Who Am I?    ,Action|Adventure|Comedy|Sci-Fi|Thriller,3.458588957,326,1998,0.001302581
1429,First Strike      ,Action|Adventure|Comedy|Thriller,3.29391468,3188,1996,0.01213162
2835,Chill Factor  ,Action|Adventure|Comedy|Thriller,2.320627803,446,1999,0.001195717
4270,"Mummy Returns, The  ",Action|Adventure|Comedy|Thriller,2.964405204,10760,2001,0.03685004
688,Operation Dumbo Drop  ,Action|Adventure|Comedy|War,2.59537037,2700,1995,0.008095641
61132,Tropic Thunder  ,Action|Adventure|Comedy|War,3.379861592,7225,2008,0.028211416
3624,Shanghai Noon  ,Action|Adventure|Comedy|Western,3.265695437,9095,2000,0.034313618
66785,"Good, the Bad, the Weird, The    ",Action|Adventure|Comedy|Western,3.582987552,482,2008,0.001995173
97950,"Man with the Iron Fists, The  ",Action|Adventure|Crime,2.793233083,266,2012,0.000858375
136020,Spectre  ,Action|Adventure|Crime,3.379900527,3418,2015,0.013346399
31221,Elektra  ,Action|Adventure|Crime|Drama,2.426575342,1825,2005,0.005116168
459,"Getaway, The  ",Action|Adventure|Crime|Drama|Romance|Thriller,2.757722008,1036,1994,0.003300642
4620,Lock Up  ,Action|Adventure|Crime|Drama|Thriller,2.792592593,270,1989,0.000871083
6016,City of God    ,Action|Adventure|Crime|Drama|Thriller,4.181587413,19894,2002,0.096106202
78729,24: Redemption  ,Action|Adventure|Crime|Drama|Thriller,3.456766917,266,2008,0.001062282
49530,Blood Diamond  ,Action|Adventure|Crime|Drama|Thriller|War,3.844497022,12257,2006,0.054439213
53519,Death Proof  ,Action|Adventure|Crime|Horror|Thriller,3.565582836,4521,2007,0.018623151
91529,"Dark Knight Rises, The  ",Action|Adventure|Crime|IMAX,3.971348935,19912,2012,0.091356837
2625,Black Mask    ,Action|Adventure|Crime|Sci-Fi|Thriller,2.965686275,612,1996,0.002096837
170,Hackers  ,Action|Adventure|Crime|Thriller,3.2157104,7721,1995,0.028683927
464,Hard Target  ,Action|Adventure|Crime|Thriller,2.917576961,3021,1993,0.010182658
6709,Once Upon a Time in Mexico  ,Action|Adventure|Crime|Thriller,3.156948369,3893,2003,0.01419842
7802,"Warriors, The  ",Action|Adventure|Crime|Thriller,3.718151815,1515,1979,0.006507705
37853,Into the Blue  ,Action|Adventure|Crime|Thriller,2.95712098,653,2005,0.00223085
52717,"Condemned, The  ",Action|Adventure|Crime|Thriller,2.857142857,315,2007,0.001039754
53972,Live Free or Die Hard  ,Action|Adventure|Crime|Thriller,3.454859028,6668,2007,0.026614239
64030,Transporter 3  ,Action|Adventure|Crime|Thriller,3.151222285,1759,2008,0.00640373
85796,Hobo with a Shotgun  ,Action|Adventure|Crime|Thriller,2.950574713,435,2011,0.001482805
101761,Welcome to the Punch  ,Action|Adventure|Crime|Thriller,2.833333333,132,2013,0.000432076
167738,xXx: Return of Xander Cage  ,Action|Adventure|Crime|Thriller,2.84798995,398,2017,0.001309512
141946,Meru  ,Action|Adventure|Documentary,3.88671875,128,2015,0.000574753
86,White Squall  ,Action|Adventure|Drama,3.476664116,3921,1996,0.015748808
1287,Ben-Hur  ,Action|Adventure|Drama,3.820830053,8891,1959,0.039246095
1801,"Man in the Iron Mask, The  ",Action|Adventure|Drama,3.101360104,6176,1998,0.022128277
2013,"Poseidon Adventure, The  ",Action|Adventure|Drama,3.311169102,4790,1972,0.018323355
